job,company,location,salary,exp
Sales Representative,Pijar Indonesia,"Tebet, Jakarta",IDR5.000.000 - 5.500.000,1 – 3 tahun
Graphic Designer,Urban Wagyu,Jakarta,IDR4.500.000 - 6.000.000,1 – 3 tahun
Frontend Mobile Developer Officer,Pt Ada Ide Langsung Jalan,Malang,IDR3.000.000 - 5.000.000,3 – 5 tahun
Android Developer,Avows Technologies,Jakarta,IDR8.000.000 - 20.000.000,1 – 3 tahun
Ecommerce Specialist,Pt Digital Solusi Grup,Malang,IDR2.900.000 - 3.000.000,1 – 3 tahun
Secretary of Sales,MSBU,Jakarta,Company prefers not to disclose,
Accounting Supervisor,Pt. Cemerlang Multimedia,Bandung,IDR5.500.000 - 7.500.000,3 – 5 tahun
Sales Team Down to Earth,Istana Accessories,Jakarta,IDR3.500.000 - 5.000.000,1 – 3 tahun
HR - People Management,PT. International Test Center,Jakarta,Company prefers not to disclose,3 – 5 tahun
Sales Automotive Product (B2C/B2B),Pt. Oto Klix Indonesia,Pontianak,IDR4.500.000 - 5.000.000,1 – 3 tahun
Quality Assurance Officer,Pt. Sixmurs Perdana,"Kelapa Gading, Jakarta",IDR5.500.000 - 6.000.000,Kurang dari setahun
Digital Marketer Manager,Pt Dusdusan Dotcom Indonesia,"Palmerah, Jakarta",IDR10.000.000 - 15.000.000,3 – 5 tahun
Social Media Specialist Staff,PT Mata Kawai Indonesia,Tangerang,Company prefers not to disclose,1 – 3 tahun
Assistant Manager Accounting,Bali Culinary Pastry School,Tabanan,IDR6.000.000 - 7.500.000,3 – 5 tahun
Front-end Engineer,Arvis,Jakarta,IDR5.500.000 - 7.000.000,1 – 3 tahun
HRD Manager,PT Endorphins Prioritas Utomo,"Penjaringan, Jakarta",IDR4.500.000 - 7.000.000,Kurang dari setahun
Content Creator (Tiktok) Intern,PT. Topindo Atlas Asia,"Kemayoran, Jakarta",IDR1.000.000 - 2.000.000,Kurang dari setahun
Education consultant - Cikarang,PT. Koding Next Indonesia,Cikarang,IDR4.800.000 - 5.000.000,1 – 3 tahun
Education consultant - Cikarang,PT. Koding Next Indonesia,Cikarang,IDR4.800.000 - 5.000.000,1 – 3 tahun
Sales Representative Luar Kota,PT Prima Inovasindo Sukses,"Cengkareng, Jakarta",IDR4.250.000 - 5.000.000,1 – 3 tahun
Legal Manager/Chief Counsel (Location Free),KKBC INDONESIA (PT. BRAND COMMUNICATIONS INDONESIA),Jakarta,IDR6.000.000 - 9.000.000,3 – 5 tahun
Social Media Specialist,KuatBaca.com,"Tanah Abang, Jakarta",IDR3.500.000 - 4.000.000,1 – 3 tahun
Business Development Executive Jakarta,Asia Commerce Network Limited,"Grogol Petamburan, Jakarta",IDR4.000.000 - 7.500.000,Kurang dari setahun
Fullstack Web Developer [Remote],PT Karsa Omni Teknologi Adicipta,"Cilandak, Jakarta",IDR6.000.000 - 10.000.000,3 – 5 tahun
Safety Officer,Pt. Javadwipa Duta Mandiri,Pasuruan,IDR3.500.000 - 4.000.000,1 – 3 tahun
SOSMED MARKETING MANAGER,Pt Mahakarya Sukses Indonesia,"Pademangan, Jakarta",IDR30.000.000 - 40.000.000,3 – 5 tahun
Accounting Officer,Jakmall.com,Jakarta,IDR4.500.000 - 6.000.000,Kurang dari setahun
System Integrator,Indonesia Logistics Community Service,Jakarta,IDR7.000.000 - 10.000.000,1 – 3 tahun
Recruitment Head,Finfleet,Jakarta,IDR8.000.000 - 9.000.000,3 – 5 tahun
Account Manager,Finfleet,Jakarta,IDR8.000.000 - 9.000.000,3 – 5 tahun
Online Food Specialist,Spicywon Indonesia,Bandung,IDR2.000.000 - 2.500.000,Kurang dari setahun
Product Management Supervisor,Pt. Cemerlang Multimedia,Bandung,IDR4.500.000 - 4.800.000,1 – 3 tahun
IT Support,PT Mitra Kerja Utama,Jakarta,IDR9.000.000 - 9.000.100,1 – 3 tahun
SALES REPRESENTATIVE (Online Sales),PT. MGANIC NATURINDO CEMERLANG,Tangerang,IDR2.500.000 - 4.500.000,1 – 3 tahun
Senior Flutter App Developer,PT. Wolkk Cloud Development,Badung,IDR10.000.000 - 20.000.000,1 – 3 tahun
Retail Digital Banking Division Head,Talenta Sumberdaya Manusia,Jakarta,IDR30.000.000 - 40.000.000,Lebih dari 10 tahun
Development Staff,PT. Duta Generasi Mandiri,Jakarta,IDR4.700.000 - 5.500.000,Kurang dari setahun
Teknisi Tambak,Jala Tech,Yogyakarta,IDR4.500.000 - 5.500.000,3 – 5 tahun
Game 3D Modeller Texture Artist,Xii Braves / Century Game,Jakarta,IDR7.000.000 - 14.000.000,1 – 3 tahun
Warehouse Specialist,Aria,Jakarta,IDR5.000.000 - 9.000.000,1 – 3 tahun
Fullstack Developer (ERP),Impactfirst,Jakarta,IDR7.000.000 - 15.000.000,1 – 3 tahun
Manager Eksternal,Jala Tech,Yogyakarta,IDR4.500.000 - 5.500.000,3 – 5 tahun
Community and Partnership Marketing,PT Edtech Innovative Solutions,Ubud,IDR6.000.000 - 8.000.000,1 – 3 tahun
Admin Full Time,Pt The Lorry Online Indonesia,"Pesanggrahan, Jakarta",IDR4.500.000 - 5.000.000,1 – 3 tahun
Fashion Stylist,Mayoutfit,Bandung,IDR100 - 200,Kurang dari setahun
Front End Developer,PT. Pintar Inovasi Digital,"SCBD, Jakarta",IDR6.000.000 - 12.000.000,1 – 3 tahun
Back End Developer,Female Daily Network,"Mampang Prapatan, Jakarta",IDR11.000.000 - 15.000.000,1 – 3 tahun
Frontend Developer,PT Lumos Inisiatif Indonesia,Jakarta,IDR8.000.000 - 10.000.000,3 – 5 tahun
Account Manager Jr,PT. Global Infotech Solutions,Jakarta,IDR4.600.000 - 6.000.000,Kurang dari setahun
Finance Officer,PT Jakarta Digital Nusantara,Jakarta,IDR4.500.000 - 5.500.000,Kurang dari setahun
Sales Assistant,PT Smoore Technology Indonesia,Malang,IDR4.000.000 - 5.000.000,1 – 3 tahun
Desain Grafis,PT Prima Inovasindo Sukses,"Cengkareng, Jakarta",IDR3.500.000 - 5.500.000,1 – 3 tahun
Human Resources Executive,Cv Naresy Indonesia,Denpasar,IDR4.000.000 - 5.000.000,1 – 3 tahun
Apoteker,PT. Kusuma Sampurna Mulia (Kusuma Beauty Clinic),Jakarta,IDR4.500.000 - 5.500.000,1 – 3 tahun
DevOps Engineer,Pt Hara Anargya Indonesia,Bandung,IDR5.000.000 - 7.000.000,1 – 3 tahun
Treasury and Business Funding Manager,Voxxy Media,"Kuningan, Jakarta",IDR15.000.000 - 20.000.000,3 – 5 tahun
Sales Motorist Ternate,SIMGROUP,Ternate,IDR3.500.000 - 5.000.000,1 – 3 tahun
Trainer,amalan international indonesia,Yogyakarta,IDR4.000.000 - 6.000.000,1 – 3 tahun
Content Creator,Urban Wagyu,Jakarta,IDR4.500.000 - 5.500.000,1 – 3 tahun
Web Hosting Customer Success Specialist - Global Team,Niagahoster,Yogyakarta,IDR5.000.000 - 6.000.000,Kurang dari setahun
Sales Supervisor (Area),Pt. Mega Global Food Industry (kokola Group),Gresik,IDR4.000.000 - 7.000.000,Kurang dari setahun
PR Manager,Agate,Bandung,IDR10.000.000 - 15.000.000,1 – 3 tahun
Asisten Manager Legal,PT Puri Kemenangan Jaya,"Cempaka Putih, Jakarta",IDR5.000.000 - 8.000.000,3 – 5 tahun
Digital Marketing,PT Puri Kemenangan Jaya,"Cempaka Putih, Jakarta",IDR5.000.000 - 8.000.000,3 – 5 tahun
Tech Recruiter,PT Bimasakti Multi Sinergi,Sidoarjo,IDR4.500.000 - 5.500.000,1 – 3 tahun
GRAPHIC DESIGNER,Pt Dapur Sehat Indonesia (healthy Go),Tangerang,IDR5.000.000 - 6.000.000,Kurang dari setahun
Robotic Process Automation Developer (RPA Developer),Abishar Technologies,Jakarta,IDR7.000.000 - 14.000.000,1 – 3 tahun
Architect,PT Tugu Mas Nusantara,Bandung,IDR3.000.000,Kurang dari setahun
FINANCE STAFF,Pt Orientama Makmur Abadi,Jakarta,IDR4.500.000 - 5.000.000,1 – 3 tahun
Finance Staff,PT. Serasi Autoraya,"Pasar Rebo, Jakarta",IDR4.600.000 - 5.500.000,Kurang dari setahun
Project Manager,Pt Baron Biondi William,"Penjaringan, Jakarta",IDR7.000.000 - 11.000.000,1 – 3 tahun
Sekretaris,PT Fajar Lestari Sejati,"Cengkareng, Jakarta",IDR4.500.000 - 6.000.000,1 – 3 tahun
PROMOTION SECTION HEAD,PT Fajar Lestari Sejati,"Cengkareng, Jakarta",IDR7.000.000 - 10.000.000,3 – 5 tahun
Finance Officer,CPSSoft,Tangerang,IDR5.000.000 - 6.000.000,Kurang dari setahun
Recovery Officer Kolaka,SIMGROUP,Kolaka,IDR3.500.000 - 5.000.000,1 – 3 tahun
Public Relation KOL,PT. ROCKETINDO,"Kemayoran, Jakarta",IDR5.000.000 - 7.000.000,1 – 3 tahun
Recovery Officer Bulukumba,SIMGROUP,Bulukumba,IDR3.500.000 - 5.000.000,1 – 3 tahun
Product Research,Pt Krakatau Karya Abadi,Surabaya,IDR5.000.000 - 6.000.000,Kurang dari setahun
Project Manager,Pt Krakatau Karya Abadi,Surabaya,IDR5.000.000 - 6.000.000,Kurang dari setahun
Business Development Manager - B2B - Education Partnership,Pt Yipu Teknologi Alami,Yogyakarta,IDR5.000.000 - 8.500.000,1 – 3 tahun
Sales Pemasaran Alkes,PT. Mega Pratama Medicalindo,Tangerang,IDR5.000.000 - 7.000.000,1 – 3 tahun
Web Developer,PT. Monsoon Consultant,"Kalideres, Jakarta",IDR8.000.000 - 10.000.000,1 – 3 tahun
Inventory & Cost Manager,PT. Monsoon Consultant,"Kalideres, Jakarta",IDR8.000.000 - 10.000.000,1 – 3 tahun
Inventory & Cost Manager,PT. Monsoon Consultant,"Kalideres, Jakarta",IDR8.000.000 - 10.000.000,1 – 3 tahun
Business Development Executive,Vybes,"Senayan, Jakarta",IDR6.000.000 - 8.000.000,1 – 3 tahun
Product Manager,Pt Medika Digital Nusantara,Yogyakarta,IDR7.000.000 - 12.000.000,1 – 3 tahun
Product Manager - Full Remote (WFH),Getcraft,Jakarta,IDR25.000.000 - 45.000.000,3 – 5 tahun
Sales Executive (Jakarta Based),Colearn,Jakarta,IDR5.000.000 - 5.500.000,Kurang dari setahun
Director,SAHABAT MIKRO FINTEK,"Kemang, Jakarta",IDR20.000.000 - 40.000.000,5 – 10 tahun
MATEMATIKA BALIKPAPAN,Edulab Indonesia,Balikpapan,IDR270.000 - 4.000.000,Kurang dari setahun
Junior Programmer (ETL),PT Nusantara Compnet Integrator,Jakarta,IDR4.800.000 - 6.000.000,Kurang dari setahun
Technical Writer,PT Metalogix Infolink Persada,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
STAFF ACCOUNTING,Griyo Mapan Santoso,Surabaya,IDR5.000.000 - 5.200.000,3 – 5 tahun
Sales representative,Refocus,Jakarta,IDR7.000.000 - 26.000.000,3 – 5 tahun
Backend Engineer (NodeJS),Impactfirst,Jakarta,IDR7.000.000 - 14.000.000,1 – 3 tahun
Accounting,Pt Act Mitra Containerline,"Kelapa Gading, Jakarta",IDR4.000.000 - 6.000.000,Kurang dari setahun
LENDING OFFICER,Hidup Arthagraha,Salatiga,IDR2.000.000 - 3.500.000,1 – 3 tahun
TECHNICAL SUPPORT,PT. ALL DATA INTERNATIONAL,Jakarta,IDR4.000.000 - 5.000.000,Kurang dari setahun
Accounting Sr Staff,Pt Multi Hanna Transportindo,Bekasi,IDR5.000.000 - 7.100.000,3 – 5 tahun
Associate Brand Manager,Pt Multi Hanna Transportindo,Bekasi,IDR5.000.000 - 7.100.000,3 – 5 tahun
Sales and Business Development,PT Mplus Solusi Perdana,"Cilandak, Jakarta",IDR8.000.000 - 12.000.000,1 – 3 tahun
Programmer and Operator CNC Milling,Pt. Furindosakti Sejahtera,"Cengkareng, Jakarta",IDR5.000.000 - 7.000.000,5 – 10 tahun
Telemarketing,Pt. Furindosakti Sejahtera,"Cengkareng, Jakarta",IDR5.000.000 - 7.000.000,5 – 10 tahun
Staff Logistik,Laboratorium Klinik Westerindo,Jakarta,IDR4.500.000 - 4.600.000,1 – 3 tahun
IT Security,Laboratorium Klinik Westerindo,Jakarta,IDR4.500.000 - 4.600.000,1 – 3 tahun
MARKETING SIPIL,PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta",IDR4.500.000 - 5.000.000,Kurang dari setahun
Warehouse Line Leader,PT Smoore Technology Indonesia,Malang,IDR4.000.000 - 5.000.000,1 – 3 tahun
Sales Associates,Magnahub,"Kemang, Jakarta",IDR4.700.000 - 6.000.000,Kurang dari setahun
Sales Associates,Magnahub,"Kemang, Jakarta",IDR4.700.000 - 6.000.000,Kurang dari setahun
OUTBOUND CALLL CENTER,Pt Waktu Cipta Dimensi,Jakarta,IDR4.500.000 - 6.000.000,Kurang dari setahun
OUTBOUND CALLL CENTER,Pt Waktu Cipta Dimensi,Jakarta,IDR4.500.000 - 6.000.000,Kurang dari setahun
IT Helpdesk Supervisor,Euronet Worldwide,"TB Simatupang, Jakarta",IDR10.000.000 - 20.000.000,5 – 10 tahun
Business Manager,Euronet Worldwide,"TB Simatupang, Jakarta",IDR10.000.000 - 20.000.000,5 – 10 tahun
Business Manager,Euronet Worldwide,"TB Simatupang, Jakarta",IDR10.000.000 - 20.000.000,5 – 10 tahun
Admin Finance,Jakmall.com,Medan,IDR4.500.000 - 5.500.000,Kurang dari setahun
Sales Promotion,PT. Warung Grup Indonesia,Bogor,IDR3.500.000 - 7.000.000,Kurang dari setahun
Admin Finance,PT Jakarta Digital Nusantara,Medan,IDR4.500.000 - 5.500.000,Kurang dari setahun
3D Artist (KINCIR),Pt Merah Cipta Media,Jakarta,IDR6.000.000 - 7.800.000,3 – 5 tahun
Business Development Executive (Jakarta),ZEN ROOMS,Jakarta,IDR4.500.000 - 8.500.000,1 – 3 tahun
Corporate Secretary,ZEN ROOMS,Jakarta,IDR4.500.000 - 8.500.000,1 – 3 tahun
GENERAL ADMINISTRATION,PT Karya Mas Makmur,Surabaya,IDR3.300.000 - 4.300.000,Kurang dari setahun
FULL STACK DEVELOPER,Osbond Gym,Jakarta,IDR4.500.000 - 6.000.000,Kurang dari setahun
Asisten Manager Purchasing (MEP),PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta",IDR4.600.000 - 5.500.000,1 – 3 tahun
Freelance Data Science Teacher,Le Wagon,Denpasar,IDR20.000.000 - 30.000.000,1 – 3 tahun
Property Consultant,Harmony Land Group,Depok,IDR4.000.000 - 5.600.000,1 – 3 tahun
Marketing Project,PT. Senopati Raja Nusantara,Bekasi,IDR3.500.000 - 5.000.000,Kurang dari setahun
Quality Assurance / Tester,PT Lumos Inisiatif Indonesia,"Kebon Jeruk, Jakarta",IDR7.000.000 - 10.000.000,3 – 5 tahun
SALES PERBANKAN,PT. Mutualplus Global Resources (Jakarta Representative),"Tanah Abang, Jakarta",IDR4.500.000 - 5.000.000,Kurang dari setahun
Account Executive,PT Nexcom Indonesia,Jakarta,IDR4.600.000 - 5.000.000,1 – 3 tahun
Account Executive,PT Nexcom Indonesia,Jakarta,IDR4.600.000 - 5.000.000,1 – 3 tahun
Senior Software Engineer (Java),Mitramas Infosys Global,Jakarta,IDR15.000.000 - 23.000.000,3 – 5 tahun
Human Resource Development,Ivory Studio,Sleman,Company prefers not to disclose,1 – 3 tahun
Sales/Marketing - Cosmetic,Tirta Buana Kemindo,"Cakung, Jakarta",IDR4.000.000 - 6.000.000,1 – 3 tahun
Consultant Software,PT Suvarna Media Informatika,Jakarta,IDR4.500.000 - 6.000.000,Kurang dari setahun
Beauty Advisor,PT Mica Jaya Pratama,"Penjaringan, Jakarta",IDR4.000.000 - 4.500.000,Kurang dari setahun
Mobile Developer,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
Technical Delivery Manager,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
Merchant Acquisition,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
General Manager,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
Finance Manager,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
Finance Manager,Jakmall.com,"Kebon Jeruk, Jakarta",IDR7.000.000 - 12.000.000,1 – 3 tahun
Sales and Marketing,Victoria Makeup Atelier,Tangerang,IDR3.500.000 - 4.000.000,Kurang dari setahun
Sales Acquisition,SDS Express,"Kebon Jeruk, Jakarta",IDR3.500.000 - 4.500.000,Kurang dari setahun
Full Stack Web Developer,"LnData, Inc",Surabaya,IDR4.500.000 - 6.000.000,Kurang dari setahun
Account Executive,Pt Nusa Unggul Sarana Adicipta,Semarang,Company prefers not to disclose,
Marketing Communication,Magix Metro Media,"Cengkareng, Jakarta",IDR5.000.000 - 5.500.000,Kurang dari setahun
SALES PROYEK,Pt Nusa Unggul Sarana Adicipta,Tegal,Company prefers not to disclose,
System Support Officer (Programmer),Pt Dipa Pharmalab Intersains,"Kebayoran Lama, Jakarta",IDR4.500.000 - 6.000.000,Kurang dari setahun
Content Creator,Josephine Anni,"Kalideres, Jakarta",IDR4.500.000 - 6.000.000,Kurang dari setahun
Sales Project,CV Daya Prima Sinergi,Surabaya,IDR4.000.000 - 5.000.000,1 – 3 tahun
ART DIRECTOR,CV Daya Prima Sinergi,Surabaya,IDR4.000.000 - 5.000.000,1 – 3 tahun
Staking Protocol Analyst,CV Daya Prima Sinergi,Surabaya,IDR4.000.000 - 5.000.000,1 – 3 tahun
System Analyst,CV Daya Prima Sinergi,Surabaya,IDR4.000.000 - 5.000.000,1 – 3 tahun
System Analyst,CV Daya Prima Sinergi,Surabaya,IDR4.000.000 - 5.000.000,1 – 3 tahun
Owner Relation Staff,Travelio,Jakarta,IDR4.000.000 - 4.500.000,Kurang dari setahun
Senior Software Engineer (ERP),Impactfirst,Jakarta,IDR9.000.000 - 18.000.000,3 – 5 tahun
Logistik Produksi,PT. Mega Harapan Mulia (Kelas.com),"Grogol Petamburan, Jakarta",IDR4.650.000 - 5.100.000,1 – 3 tahun
Accounting Manager,PT. Mega Harapan Mulia (Kelas.com),"Grogol Petamburan, Jakarta",IDR4.650.000 - 5.100.000,1 – 3 tahun
Video Director Assistant,PT. Mega Harapan Mulia (Kelas.com),"Grogol Petamburan, Jakarta",IDR4.650.000 - 5.100.000,1 – 3 tahun
Video Producer,PT. Mega Harapan Mulia (Kelas.com),"Grogol Petamburan, Jakarta",IDR4.650.000 - 5.100.000,1 – 3 tahun
Admin Engineer,PT RAJAWALI PARAMA KONSTRUKSI,Serpong,IDR4.000.000 - 4.500.000,1 – 3 tahun
Devop Engineer/Cloud Operation,PT RAJAWALI PARAMA KONSTRUKSI,Serpong,IDR4.000.000 - 4.500.000,1 – 3 tahun
UI/UX designer,PT Daya Rekadigital Indonesia,Solo,IDR100 - 200,Kurang dari setahun
Front End Vue,PT Daya Rekadigital Indonesia,Solo,IDR100 - 200,Kurang dari setahun
General Manager (Kepala Pabrik),PT Daya Rekadigital Indonesia,Solo,IDR100 - 200,Kurang dari setahun
Social Media Specialist,Online Retail Indonesia,"Kalideres, Jakarta",IDR3.000.000 - 5.000.000,Kurang dari setahun
Creative Team,Hi Jakarta Production,Jakarta,IDR1.000.000,Kurang dari setahun
Senior Videographer,Hi Jakarta Production,Jakarta,IDR1.000.000,Kurang dari setahun
ESTIMASI MEP,PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta",IDR4.000.000 - 4.600.000,Kurang dari setahun
Senior Designer,PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta",IDR4.000.000 - 4.600.000,Kurang dari setahun
IT SUPPORT SAMARINDA,SIMGROUP,Samarinda,IDR3.000.000 - 4.000.000,Kurang dari setahun
IT SUPPORT BALIKPAPAN,SIMGROUP,Balikpapan,IDR3.000.000 - 4.000.000,Kurang dari setahun
Junior Fashion Designer,Ziel Kids,"Penjaringan, Jakarta",IDR4.500.000 - 5.500.000,Kurang dari setahun
Digital Marketing Manager,PT. Anugerah Adiboga Abadi,"Palmerah, Jakarta",IDR10.000.000 - 12.000.000,5 – 10 tahun
Telesales Officer,PT Valbury Asia Futures,"Kuningan, Jakarta",IDR3.500.000 - 4.000.000,Kurang dari setahun
Senior UX Researcher,RateS,Jakarta,IDR12.000.000 - 16.000.100,3 – 5 tahun
Node Js Developer (Chat),PT Linxchat Global Indonesia,Grogol,IDR7.000.000 - 12.000.000,1 – 3 tahun
Drafter Engineering,PT Pradha Karya Perkasa,Mojokerto,IDR4.300.000 - 4.500.000,1 – 3 tahun
Bussiness Development,CV Maju Mapan Group,Surabaya,IDR5.000.000 - 5.250.000,Kurang dari setahun
Factory Manager,PT. Tripacific Electrindo,Tangerang,IDR15.000.000 - 20.000.000,3 – 5 tahun
Backend Developer,PT Inti Corpora Teknologi,Jakarta,IDR6.000.000 - 60.000.100,3 – 5 tahun
Finance Intern,PT NTT Data Indonesia,Jakarta,IDR2.000.000 - 3.000.000,Kurang dari setahun
GIS Data Processing,Aria,Samarinda,IDR6.000.000 - 10.000.000,1 – 3 tahun
Centre Manager - North Jakarta,PT. Bintang Jaya Unggul Sentosa,"Penjaringan, Jakarta",Company prefers not to disclose,1 – 3 tahun
Data Scientist,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
Business Intelligence,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
Freight Forwarding Operational (PIB/PEB) Staff,Pt. Sinotrans Csc Indonesia,Jakarta,IDR4.600.000 - 5.000.000,1 – 3 tahun
SALES AREA - BANYUWANGI,Pt Innovation Hongtai Technology,Banyuwangi,IDR5.000.000 - 18.000.000,1 – 3 tahun
SALES AREA - SOLO,Pt Innovation Hongtai Technology,Solo,IDR5.000.000 - 18.000.000,1 – 3 tahun
Sourcing Staff,Finfleet,Jakarta,IDR4.600.000 - 5.000.000,1 – 3 tahun
SALES PROMOTION NOSE SANITIZIER (JAKARTA),PT. PERMATA INDO SEJAHTERA,Jakarta,IDR3.200.000 - 7.000.000,Kurang dari setahun
SALES PROMOTION NOSE SANITIZER (BOGOR),PT. PERMATA INDO SEJAHTERA,Bogor,IDR3.200.000 - 7.000.000,Kurang dari setahun
SALES PROMOTION NOSE SANITIZIER (BEKASI),PT. PERMATA INDO SEJAHTERA,Bekasi,IDR3.200.000 - 7.000.000,Kurang dari setahun
Senior CRM Constultant,Ematic Solutions ID,Jakarta,IDR22.000.000 - 35.000.000,3 – 5 tahun
Content Creator Social Media Beauty,Sugar Bella Kosmetika,"Grogol Petamburan, Jakarta",IDR4.400.000 - 5.000.000,Kurang dari setahun
DevOps Engineer,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
DevOps Engineer,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
UX Researcher,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
UI Designer,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
Asst Manager Telesales,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
Business Development,Aria,Jakarta,IDR6.000.000 - 10.000.000,1 – 3 tahun
Sales Executive Sumedang,PT Mitra Kerja Utama,Sumedang,IDR3.200.000 - 3.400.000,1 – 3 tahun
Customer Development Executive - Click and Mortar,PT. Mutualplus Global Resources (Jakarta Representative),Jakarta,IDR9.000.000 - 15.000.000,1 – 3 tahun
Leasing Staff,Marvell City Mall,Surabaya,IDR4.375.479 - 5.500.000,Kurang dari setahun
Senior Business Development,Rakamin Academy,Jakarta,IDR7.500.000 - 9.500.000,3 – 5 tahun
Graphic Designer,Rakamin Academy,Jakarta,IDR7.500.000 - 9.500.000,3 – 5 tahun
Data Center Operation,Pt Fortress Data Services,Tangerang,IDR5.500.000 - 7.500.000,1 – 3 tahun
VIDEOGRAPHER and EDITOR,Pt Dapur Sehat Indonesia (healthy Go),Tangerang,IDR4.000.000 - 6.000.000,Kurang dari setahun
HR People Engagement and Culture,PT. MGANIC NATURINDO CEMERLANG,Tangerang,IDR5.000.000 - 6.000.000,1 – 3 tahun
Junior Merchandiser,Busana Apparel Group,Jakarta,IDR4.454.000 - 5.700.000,Kurang dari setahun
Admin Warehouse,PT Daginng Grup Indonesia,Tangerang,IDR2.000.000 - 3.500.000,1 – 3 tahun
Sales Automotive Product (B2C/B2B),Pt. Oto Klix Indonesia,Jakarta,IDR4.500.000 - 5.000.000,1 – 3 tahun
Sales Automotive Product (B2C/B2B),Pt. Oto Klix Indonesia,Surabaya,IDR4.500.000 - 5.000.000,1 – 3 tahun
Purchasing Manager,Pt. Oto Klix Indonesia,Surabaya,IDR4.500.000 - 5.000.000,1 – 3 tahun
IT Change Transformation Manager,Pt. Oto Klix Indonesia,Surabaya,IDR4.500.000 - 5.000.000,1 – 3 tahun
IT Governance & Risk Manager,Pt. Oto Klix Indonesia,Surabaya,IDR4.500.000 - 5.000.000,1 – 3 tahun
Site Reliability Engineer,Pt. Oto Klix Indonesia,Surabaya,IDR4.500.000 - 5.000.000,1 – 3 tahun
Researcher Staff (English Active),Farida Law Office,"Setiabudi, Jakarta",IDR5.500.000 - 6.000.000,1 – 3 tahun
Senior Android Engineer,Farida Law Office,"Setiabudi, Jakarta",IDR5.500.000 - 6.000.000,1 – 3 tahun
